,id,duracion_estadia,genero,edad,ni�os,codigo_destino,tipo_acomodacion
1086,1003295,2,F,35.0,0.0,UK,AirBnB
1087,1013335,3,M,41.0,0.0,US,AirBnB
1088,1013734,4,F,36.0,1.0,UK,Hotel
1089,1013241,3,M,43.0,0.0,PE,AirBnB
1090,1004734,4,M,44.0,1.0,IT,Hotel
1091,1005746,4,F,35.0,1.0,PE,Hotel
1092,1006766,2,F,35.0,0.0,UK,AirBnB
1093,1002372,2,F,33.0,,,AirBnB
1094,1013325,2,F,34.0,,ES,AirBnB
1095,1002005,2,F,43.0,,ES,Hotel
1096,1005214,6,M,,1.0,,Hotel
1097,1009706,7,M,41.0,1.0,,Hotel
1098,1006065,5,F,47.0,0.0,,Hotel
1099,1013620,2,M,32.0,0.0,IT,Hotel
1100,1012843,4,M,,0.0,US,AirBnB
1101,1001389,3,F,,1.0,UK,AirBnB
1102,1010856,4,F,45.0,0.0,NL,Hotel
1103,1001983,3,F,50.0,0.0,UK,Hotel
1104,1013724,2,M,43.0,1.0,PE,Hotel
1105,1000452,3,F,43.0,1.0,ES,AirBnB
1106,1006762,6,F,43.0,1.0,AR,AirBnB
1107,1008636,2,F,32.0,1.0,US,Hotel
1108,1004265,4,F,36.0,,AR,Hotel
1109,1002160,4,M,41.0,1.0,NL,Hotel
1110,1006674,3,F,38.0,0.0,,AirBnB
1111,1002522,3,M,45.0,0.0,PE,AirBnB
1112,1000786,3,F,41.0,0.0,NL,Hotel
1113,1013857,8,F,33.0,1.0,ES,Hotel
1114,1002722,2,M,,1.0,IT,Hotel
1115,1009381,5,M,,0.0,,AirBnB
1116,1008442,3,M,,0.0,AR,AirBnB
1117,1003350,2,F,44.0,0.0,IT,Hotel
1118,1010234,6,F,37.0,1.0,NL,Hotel
1119,1010082,6,F,38.0,0.0,IT,AirBnB
1120,1003614,1,M,37.0,1.0,US,AirBnB
1121,1008720,5,F,35.0,1.0,US,Hotel
1122,1012745,5,F,39.0,0.0,NL,AirBnB
1123,1013264,3,M,37.0,0.0,COL,Hotel
1124,1011034,4,M,25.0,1.0,IT,AirBnB
1125,1001777,4,M,29.0,0.0,PE,Hotel
1126,1005396,5,F,44.0,1.0,PE,AirBnB
1127,1013424,4,M,48.0,0.0,,AirBnB
1128,1001808,3,F,44.0,0.0,ES,Hotel
1129,1008776,7,M,43.0,0.0,UK,AirBnB
1130,1002610,4,M,44.0,1.0,US,Hotel
1131,1008725,7,F,43.0,1.0,US,AirBnB
1132,1004212,4,M,34.0,0.0,PE,Hotel
1133,1005156,3,F,43.0,1.0,,AirBnB
1134,1000409,4,F,37.0,1.0,UK,Hotel
1135,1009669,2,F,48.0,0.0,US,Hotel
1136,1004852,5,F,,1.0,US,AirBnB
1137,1005408,5,M,,1.0,PE,Hotel
1138,1009229,5,M,45.0,1.0,AR,Hotel
1139,1000566,4,M,45.0,,UK,Hotel
1140,1008238,4,F,46.0,0.0,AR,Hotel
1141,1007861,4,F,44.0,0.0,NL,Hotel
1142,1009929,5,F,48.0,1.0,UK,AirBnB
1143,1010364,2,M,40.0,1.0,AR,AirBnB
1144,1005557,4,F,39.0,0.0,,AirBnB
1145,1006459,3,M,35.0,1.0,NL,AirBnB
1146,1013566,5,M,41.0,0.0,IT,AirBnB
1147,1009628,11,F,40.0,1.0,,Hotel
1148,1004046,4,M,44.0,0.0,,AirBnB
1149,1000324,5,F,43.0,0.0,,Hotel
1150,1004334,6,M,,0.0,US,AirBnB
1151,1004738,5,F,42.0,1.0,NL,AirBnB
1152,1005229,5,M,39.0,1.0,PE,AirBnB
1153,1008857,3,F,38.0,1.0,AR,Hotel
1154,1013050,5,F,44.0,1.0,IT,AirBnB
1155,1010165,4,M,34.0,1.0,NL,AirBnB
1156,1003725,4,M,41.0,1.0,US,Hotel
1157,1013360,10,F,41.0,1.0,IT,AirBnB
1158,1013114,1,F,42.0,0.0,IT,Hotel
1159,1007296,2,M,,0.0,NL,AirBnB
1160,1008842,5,F,,1.0,NL,AirBnB
1161,1001295,2,M,45.0,1.0,IT,Hotel
1162,1001960,2,M,34.0,,AR,AirBnB
1163,1006936,7,M,41.0,,NL,Hotel
1164,1008182,2,F,35.0,1.0,COL,Hotel
1165,1010869,4,M,33.0,0.0,,Hotel
1166,1002698,3,M,,1.0,COL,Hotel
1167,1013130,6,M,45.0,1.0,AR,Hotel
1168,1009334,5,M,44.0,0.0,COL,AirBnB
1169,1005775,6,F,39.0,1.0,ES,Hotel
1170,1007832,5,M,50.0,1.0,ES,Hotel
1171,1003983,3,M,45.0,0.0,COL,AirBnB
1172,1011832,4,M,38.0,1.0,IT,AirBnB
1173,1007347,4,M,43.0,,PE,Hotel
1174,1013932,3,F,47.0,1.0,NL,AirBnB
1175,1009955,7,F,37.0,1.0,PE,Hotel
1176,1007258,4,F,41.0,1.0,COL,AirBnB
1177,1009924,2,M,43.0,0.0,IT,AirBnB
1178,1003653,7,M,47.0,1.0,UK,Hotel
1179,1009958,3,M,46.0,0.0,UK,AirBnB
1180,1008230,5,M,39.0,1.0,US,AirBnB
1181,1001081,2,F,45.0,1.0,AR,AirBnB
1182,1006553,5,F,33.0,0.0,ES,AirBnB
1183,1003575,6,M,36.0,1.0,IT,AirBnB
1184,1006742,4,M,41.0,0.0,PE,AirBnB
1185,1011929,1,F,38.0,1.0,US,Hotel
1186,1003742,4,M,39.0,0.0,US,Hotel
1187,1013328,2,F,45.0,,NL,Hotel
1188,1003065,6,M,,0.0,US,AirBnB
1189,1010944,5,M,46.0,,ES,AirBnB
1190,1008748,2,M,40.0,0.0,COL,Hotel
1191,1011153,3,M,46.0,0.0,IT,AirBnB
1192,1000814,2,M,46.0,0.0,UK,AirBnB
1193,1002611,4,F,45.0,1.0,,AirBnB
1194,1000363,5,F,38.0,1.0,COL,Hotel
1195,1008147,4,F,46.0,1.0,US,AirBnB
1196,1010441,3,M,38.0,0.0,UK,Hotel
1197,1006196,4,F,38.0,1.0,PE,Hotel
1198,1010702,3,F,39.0,1.0,ES,Hotel
1199,1006324,3,M,43.0,,UK,Hotel
1200,1005577,6,F,43.0,1.0,NL,AirBnB
1201,1013489,4,M,37.0,1.0,ES,AirBnB
1202,1003686,5,F,30.0,0.0,NL,AirBnB
1203,1000663,3,F,50.0,1.0,IT,AirBnB
1204,1010641,4,M,46.0,1.0,ES,Hotel
1205,1012186,4,M,42.0,1.0,PE,Hotel
1206,1006070,3,M,44.0,1.0,US,Hotel
1207,1003505,2,F,43.0,0.0,IT,Hotel
1208,1009535,3,F,40.0,1.0,IT,Hotel
1209,1005807,1,F,36.0,0.0,ES,AirBnB
1210,1008576,5,F,39.0,0.0,PE,AirBnB
1211,1008439,4,M,43.0,0.0,,AirBnB
1212,1002278,5,F,41.0,0.0,AR,Hotel
1213,1007354,4,F,41.0,0.0,COL,Hotel
1214,1013633,5,M,43.0,1.0,AR,Hotel
1215,1011714,2,M,37.0,1.0,ES,AirBnB
1216,1000843,3,F,41.0,1.0,ES,AirBnB
1217,1000929,2,F,44.0,,COL,AirBnB
1218,1012973,5,M,40.0,1.0,US,AirBnB
1219,1009438,3,F,39.0,0.0,UK,AirBnB
1220,1011698,2,F,49.0,1.0,UK,AirBnB
1221,1009051,5,F,44.0,1.0,US,AirBnB
1222,1010318,4,F,50.0,1.0,IT,AirBnB
1223,1008212,1,F,40.0,0.0,COL,AirBnB
1224,1001530,6,F,41.0,1.0,US,AirBnB
1225,1005579,5,F,52.0,1.0,PE,AirBnB
1226,1003154,5,F,37.0,0.0,UK,AirBnB
1227,1002087,4,M,52.0,,IT,AirBnB
1228,1013682,4,M,36.0,1.0,UK,AirBnB
1229,1010923,4,F,42.0,1.0,NL,AirBnB
1230,1004860,8,M,39.0,,AR,AirBnB
1231,1006155,6,F,41.0,1.0,,AirBnB
1232,1010511,6,F,33.0,0.0,NL,AirBnB
1233,1011710,5,F,42.0,0.0,ES,Hotel
1234,1008600,2,F,,,COL,Hotel
1235,1003757,4,M,38.0,1.0,,AirBnB
1236,1006857,6,F,44.0,1.0,NL,AirBnB
1237,1005522,4,F,40.0,,COL,Hotel
1238,1008543,7,M,32.0,0.0,UK,Hotel
1239,1007868,7,M,54.0,0.0,AR,AirBnB
1240,1009937,3,F,,0.0,UK,Hotel
1241,1010729,3,F,36.0,1.0,COL,Hotel
1242,1010927,4,F,43.0,0.0,,Hotel
1243,1012994,4,F,41.0,1.0,AR,AirBnB
1244,1004339,5,F,49.0,0.0,NL,Hotel
1245,1001012,6,F,39.0,0.0,,AirBnB
1246,1010140,4,F,47.0,,US,Hotel
1247,1009262,4,M,38.0,,PE,Hotel
1248,1012648,2,F,,0.0,AR,Hotel
1249,1010309,2,F,49.0,0.0,UK,Hotel
1250,1003613,5,F,39.0,1.0,NL,Hotel
1251,1014061,7,M,,1.0,ES,Hotel
1252,1006781,5,M,45.0,1.0,,Hotel
1253,1003816,2,F,37.0,,PE,Hotel
1254,1004927,2,M,47.0,0.0,NL,AirBnB
1255,1004856,6,M,45.0,0.0,IT,AirBnB
1256,1011318,5,F,38.0,0.0,ES,AirBnB
1257,1001758,5,M,34.0,1.0,UK,AirBnB
1258,1002828,2,M,35.0,,US,AirBnB
1259,1013115,8,M,45.0,1.0,ES,Hotel
1260,1007768,7,F,31.0,1.0,,Hotel
1261,1012837,2,F,,,,AirBnB
1262,1008572,4,M,45.0,1.0,NL,Hotel
1263,1006735,6,M,41.0,1.0,UK,Hotel
1264,1007581,4,M,35.0,0.0,,Hotel
1265,1007932,6,M,38.0,0.0,COL,Hotel
1266,1011049,10,M,43.0,1.0,AR,Hotel
1267,1008872,6,M,38.0,0.0,IT,Hotel
1268,1010758,2,M,44.0,1.0,US,Hotel
1269,1002883,3,F,36.0,1.0,UK,Hotel
1270,1010685,3,M,,0.0,,AirBnB
1271,1010656,1,F,40.0,1.0,IT,Hotel
1272,1005184,2,F,41.0,0.0,NL,Hotel
1273,1001801,5,F,,0.0,,Hotel
1274,1008547,4,M,39.0,0.0,NL,Hotel
1275,1010830,3,F,46.0,0.0,ES,Hotel
1276,1010384,3,M,36.0,1.0,PE,AirBnB
1277,1012343,3,M,44.0,0.0,ES,AirBnB
1278,1010361,2,M,36.0,0.0,IT,Hotel
1279,1007169,4,M,40.0,0.0,PE,Hotel
1280,1005230,3,M,46.0,1.0,NL,Hotel
1281,1010976,3,F,44.0,0.0,ES,Hotel
1282,1005168,4,F,45.0,1.0,IT,AirBnB
1283,1010989,4,M,44.0,1.0,IT,Hotel
1284,1002365,3,F,54.0,0.0,IT,Hotel
1285,1011322,4,M,44.0,0.0,UK,AirBnB
1286,1008251,3,M,47.0,0.0,UK,AirBnB
1287,1005349,4,F,45.0,1.0,COL,AirBnB
1288,1012182,2,M,42.0,0.0,US,AirBnB
1289,1010602,3,F,35.0,1.0,ES,Hotel
1290,1006734,3,M,44.0,1.0,US,Hotel
1291,1003139,4,F,35.0,,,Hotel
1292,1003668,5,F,52.0,0.0,US,Hotel
1293,1005369,2,M,46.0,0.0,IT,AirBnB
1294,1011597,4,F,40.0,,UK,AirBnB
1295,1002811,5,M,41.0,0.0,IT,AirBnB
1296,1002943,5,M,39.0,1.0,COL,AirBnB
1297,1010838,3,F,,0.0,AR,Hotel
1298,1003520,4,F,44.0,1.0,US,AirBnB
1299,1013574,6,M,,1.0,NL,Hotel
1300,1006561,4,F,43.0,1.0,AR,AirBnB
1301,1008088,3,F,40.0,0.0,PE,AirBnB
1302,1012022,7,F,35.0,1.0,,Hotel
1303,1007737,1,M,45.0,0.0,COL,AirBnB
1304,1008491,6,F,47.0,,US,Hotel
1305,1012463,5,F,48.0,0.0,IT,Hotel
1306,1006249,3,F,,0.0,UK,Hotel
1307,1000088,5,F,34.0,0.0,UK,AirBnB
1308,1003959,4,M,46.0,0.0,US,AirBnB
1309,1008250,8,M,41.0,0.0,ES,AirBnB
1310,1002968,3,F,39.0,1.0,UK,Hotel
1311,1004910,5,M,42.0,0.0,ES,AirBnB
1312,1001945,3,F,36.0,1.0,PE,Hotel
1313,1006153,3,M,47.0,1.0,,Hotel
1314,1012543,3,M,37.0,0.0,IT,Hotel
1315,1005872,3,F,37.0,0.0,AR,AirBnB
1316,1010148,4,M,37.0,1.0,PE,AirBnB
1317,1010978,3,M,43.0,0.0,AR,AirBnB
1318,1001975,1,M,41.0,0.0,ES,AirBnB
1319,1007199,5,F,45.0,1.0,PE,AirBnB
1320,1008272,4,M,35.0,0.0,NL,Hotel
1321,1000860,3,F,50.0,0.0,COL,Hotel
1322,1004387,5,M,42.0,1.0,NL,Hotel
1323,1003217,4,M,37.0,0.0,US,Hotel
1324,1002680,3,F,43.0,0.0,AR,Hotel
1325,1010322,2,F,42.0,0.0,IT,Hotel
1326,1002681,3,F,51.0,0.0,PE,Hotel
1327,1002788,4,F,35.0,0.0,ES,AirBnB
1328,1011011,4,M,37.0,0.0,,Hotel
1329,1009690,4,F,35.0,0.0,COL,AirBnB
1330,1009267,5,F,43.0,,AR,Hotel
1331,1010704,4,M,45.0,1.0,COL,Hotel
1332,1007429,4,F,39.0,0.0,,AirBnB
1333,1007368,4,F,44.0,0.0,UK,Hotel
1334,1006538,2,F,41.0,1.0,NL,AirBnB
1335,1010577,3,M,34.0,1.0,COL,AirBnB
1336,1000881,1,F,38.0,1.0,IT,Hotel
1337,1007311,4,F,46.0,1.0,UK,AirBnB
1338,1006143,3,M,41.0,,AR,Hotel
1339,1006206,6,F,41.0,,COL,AirBnB
1340,1006112,3,F,45.0,0.0,COL,Hotel
1341,1005376,3,F,46.0,1.0,PE,AirBnB
1342,1012935,5,M,,1.0,AR,Hotel
1343,1008471,3,M,49.0,1.0,AR,Hotel
1344,1011016,4,M,46.0,1.0,COL,Hotel
1345,1012487,4,M,,1.0,US,Hotel
1346,1006242,6,M,41.0,0.0,ES,AirBnB
1347,1001315,2,M,47.0,1.0,PE,Hotel
1348,1009092,4,F,43.0,0.0,US,Hotel
1349,1009329,4,M,31.0,0.0,NL,Hotel
1350,1010335,3,M,42.0,0.0,NL,AirBnB
1351,1004047,6,M,29.0,0.0,,Hotel
1352,1011181,4,M,,0.0,,AirBnB
1353,1003419,5,M,39.0,1.0,PE,AirBnB
1354,1009519,3,M,35.0,1.0,,AirBnB
1355,1013540,4,F,,,UK,AirBnB
1356,1010426,3,F,,0.0,,Hotel
1357,1002258,4,M,,1.0,UK,Hotel
1358,1008359,5,M,41.0,0.0,,AirBnB
1359,1007787,4,F,41.0,1.0,UK,AirBnB
1360,1007998,8,M,42.0,0.0,IT,AirBnB
1361,1006340,1,F,33.0,1.0,PE,Hotel
1362,1012545,5,M,50.0,0.0,ES,AirBnB
1363,1005440,2,M,37.0,,ES,Hotel
1364,1006247,3,M,42.0,0.0,,AirBnB
1365,1012541,2,F,40.0,0.0,US,AirBnB
1366,1013454,2,F,44.0,0.0,US,Hotel
1367,1013234,7,M,49.0,,PE,AirBnB
1368,1001587,7,F,46.0,0.0,,Hotel
1369,1013219,2,F,44.0,1.0,ES,AirBnB
1370,1003094,3,M,37.0,0.0,,Hotel
1371,1005310,7,M,48.0,1.0,,Hotel
1372,1004717,4,F,40.0,1.0,PE,Hotel
1373,1002102,7,M,45.0,,,Hotel
1374,1007496,5,F,51.0,,COL,AirBnB
1375,1000005,2,M,37.0,1.0,NL,AirBnB
1376,1011373,4,M,32.0,0.0,ES,Hotel
1377,1012473,4,F,45.0,1.0,NL,AirBnB
1378,1008347,5,M,35.0,0.0,AR,Hotel
1379,1006200,3,M,32.0,,US,Hotel
1380,1012863,6,F,41.0,0.0,US,Hotel
1381,1001852,2,F,41.0,0.0,COL,Hotel
1382,1000718,4,M,41.0,0.0,IT,AirBnB
1383,1006694,4,M,35.0,0.0,NL,Hotel
1384,1001844,4,F,53.0,0.0,NL,Hotel
1385,1008508,4,F,,1.0,COL,AirBnB
1386,1007444,2,M,39.0,,COL,AirBnB
1387,1003306,2,F,34.0,0.0,IT,AirBnB
1388,1001033,5,M,,1.0,IT,Hotel
1389,1001904,4,F,38.0,0.0,UK,AirBnB
1390,1007643,1,F,34.0,1.0,AR,Hotel
1391,1013510,3,F,48.0,1.0,ES,AirBnB
1392,1007578,1,F,43.0,0.0,PE,Hotel
1393,1004567,4,M,36.0,0.0,,Hotel
1394,1011328,2,M,32.0,,UK,Hotel
1395,1006768,5,M,38.0,1.0,,AirBnB
1396,1001646,6,M,37.0,1.0,UK,AirBnB
1397,1008329,4,F,38.0,1.0,US,Hotel
1398,1004908,2,M,37.0,0.0,UK,Hotel
1399,1010994,3,F,38.0,0.0,COL,AirBnB
1400,1008615,7,M,42.0,1.0,ES,Hotel
1401,1010171,4,M,44.0,0.0,IT,AirBnB
1402,1009552,5,M,34.0,1.0,US,AirBnB
1403,1010452,5,M,41.0,0.0,UK,AirBnB
1404,1010346,1,F,42.0,,NL,Hotel
1405,1011003,6,M,,0.0,COL,AirBnB
1406,1007177,4,F,36.0,0.0,UK,AirBnB
1407,1007814,1,F,,1.0,,AirBnB
1408,1003820,3,F,29.0,,ES,Hotel
1409,1003390,2,F,,1.0,AR,AirBnB
1410,1010211,7,M,32.0,0.0,PE,Hotel
1411,1012884,3,M,40.0,0.0,COL,Hotel
1412,1005735,3,M,34.0,0.0,IT,Hotel
1413,1005917,4,M,51.0,1.0,IT,Hotel
1414,1011715,3,M,44.0,1.0,COL,Hotel
1415,1010850,6,M,46.0,0.0,IT,AirBnB
1416,1003316,4,F,39.0,1.0,UK,Hotel
1417,1010627,4,M,37.0,1.0,AR,AirBnB
1418,1006334,5,F,35.0,1.0,COL,Hotel
1419,1013154,6,M,37.0,0.0,ES,Hotel
1420,1000372,5,M,48.0,1.0,AR,Hotel
1421,1010543,4,F,,0.0,UK,Hotel
1422,1007301,2,F,25.0,0.0,IT,AirBnB
1423,1001124,2,F,41.0,0.0,PE,Hotel
1424,1008228,2,M,34.0,1.0,NL,AirBnB
1425,1002409,4,F,48.0,1.0,NL,AirBnB
1426,1006405,4,M,38.0,1.0,IT,AirBnB
1427,1011799,2,F,30.0,0.0,NL,AirBnB
1428,1007660,6,F,41.0,0.0,UK,Hotel
1429,1000193,3,F,39.0,0.0,NL,AirBnB
1430,1009875,8,F,47.0,0.0,NL,Hotel
1431,1000150,4,M,34.0,,AR,Hotel
1432,1000705,3,M,37.0,,NL,Hotel
1433,1004641,8,F,41.0,0.0,NL,Hotel
1434,1005823,2,F,50.0,1.0,,AirBnB
1435,1007170,2,M,47.0,1.0,AR,Hotel
1436,1012289,2,M,44.0,0.0,UK,AirBnB
1437,1012952,3,M,36.0,0.0,US,Hotel
1438,1010539,4,M,,1.0,,Hotel
1439,1007445,4,M,39.0,0.0,PE,Hotel
1440,1004855,4,M,37.0,1.0,PE,AirBnB
1441,1011482,1,M,44.0,1.0,PE,Hotel
1442,1007469,5,M,42.0,0.0,COL,AirBnB
1443,1008022,6,M,39.0,0.0,US,Hotel
1444,1010901,5,F,40.0,1.0,,Hotel
1445,1006510,1,M,45.0,0.0,ES,AirBnB
1446,1001004,3,M,40.0,1.0,COL,AirBnB
1447,1001480,4,F,34.0,0.0,IT,AirBnB
1448,1010094,4,M,48.0,0.0,NL,AirBnB
1449,1011926,4,F,42.0,0.0,IT,Hotel
1450,1000894,3,M,34.0,0.0,NL,Hotel
1451,1012698,6,M,42.0,0.0,IT,AirBnB
1452,1003519,7,F,41.0,1.0,US,AirBnB
1453,1011138,5,M,49.0,,COL,Hotel
1454,1000168,4,M,45.0,1.0,,Hotel
1455,1008198,3,M,37.0,1.0,NL,AirBnB
1456,1005374,2,F,37.0,1.0,US,Hotel
1457,1009027,4,F,43.0,1.0,US,AirBnB
1458,1013091,4,F,54.0,0.0,PE,Hotel
1459,1006484,2,M,38.0,1.0,AR,AirBnB
1460,1006204,2,M,29.0,0.0,IT,Hotel
1461,1005016,2,F,37.0,0.0,,AirBnB
1462,1000160,6,M,,0.0,NL,AirBnB
1463,1006272,5,F,46.0,1.0,IT,AirBnB
1464,1010835,3,F,38.0,0.0,IT,AirBnB
1465,1006025,6,M,43.0,1.0,AR,Hotel
1466,1008154,4,F,37.0,0.0,COL,AirBnB
1467,1012912,6,M,47.0,0.0,COL,AirBnB
1468,1008476,5,F,39.0,1.0,AR,Hotel
1469,1012709,4,F,,0.0,PE,Hotel
1470,1009005,3,F,,0.0,ES,Hotel
1471,1008808,4,F,46.0,1.0,UK,AirBnB
1472,1001419,3,F,42.0,1.0,PE,AirBnB
1473,1001021,2,M,34.0,1.0,PE,AirBnB
1474,1002229,8,M,39.0,0.0,IT,Hotel
1475,1009236,1,M,36.0,0.0,COL,Hotel
1476,1000758,2,M,36.0,0.0,PE,Hotel
1477,1012518,3,F,40.0,1.0,ES,Hotel
1478,1006985,4,M,35.0,1.0,PE,AirBnB
1479,1011368,3,F,39.0,0.0,US,AirBnB
1480,1005516,3,M,41.0,1.0,IT,Hotel
1481,1006751,5,M,47.0,0.0,ES,AirBnB
1482,1013423,4,M,51.0,1.0,COL,Hotel
1483,1011633,2,F,42.0,1.0,PE,AirBnB
1484,1005407,1,M,40.0,1.0,UK,AirBnB
1485,1011590,2,F,34.0,0.0,COL,AirBnB
1486,1013835,3,M,,0.0,PE,AirBnB
1487,1010447,5,F,42.0,1.0,AR,AirBnB
1488,1009886,5,F,42.0,0.0,COL,Hotel
1489,1000996,3,F,45.0,1.0,PE,AirBnB
1490,1007964,2,F,38.0,1.0,PE,Hotel
1491,1009363,5,M,39.0,1.0,US,AirBnB
1492,1004507,2,F,39.0,0.0,PE,AirBnB
1493,1011606,4,F,34.0,0.0,AR,AirBnB
1494,1009032,3,M,41.0,1.0,AR,Hotel
1495,1004413,5,F,50.0,1.0,IT,AirBnB
1496,1002356,4,F,37.0,0.0,UK,AirBnB
1497,1006432,5,M,44.0,0.0,ES,AirBnB
1498,1000782,2,F,,1.0,COL,AirBnB
1499,1005883,6,F,42.0,1.0,PE,AirBnB
1500,1003066,6,F,30.0,1.0,PE,Hotel
1501,1000946,4,F,46.0,,IT,AirBnB
1502,1002340,3,M,32.0,1.0,IT,AirBnB
1503,1004196,8,M,25.0,,UK,AirBnB
1504,1006501,2,M,54.0,0.0,NL,AirBnB
1505,1001705,3,F,47.0,1.0,,AirBnB
1506,1008504,3,F,39.0,,,Hotel
1507,1005179,5,F,29.0,0.0,PE,AirBnB
1508,1005360,3,M,32.0,,IT,Hotel
1509,1007751,8,F,37.0,0.0,IT,AirBnB
1510,1013162,4,F,41.0,,US,Hotel
1511,1001043,2,F,40.0,0.0,IT,AirBnB
1512,1008755,5,F,37.0,1.0,US,Hotel
1513,1004698,2,F,46.0,1.0,UK,AirBnB
1514,1011557,4,F,43.0,1.0,AR,AirBnB
1515,1002571,3,M,38.0,1.0,PE,AirBnB
1516,1000879,3,F,38.0,,ES,Hotel
1517,1007107,7,M,,1.0,AR,Hotel
1518,1008797,3,M,46.0,1.0,UK,Hotel
1519,1001582,5,F,39.0,0.0,COL,AirBnB
1520,1005048,5,F,46.0,1.0,,AirBnB
1521,1013495,7,F,41.0,1.0,AR,AirBnB
1522,1009984,3,F,45.0,0.0,PE,Hotel
1523,1006856,5,F,44.0,0.0,ES,Hotel
1524,1012658,4,F,40.0,1.0,NL,Hotel
1525,1008503,4,F,46.0,1.0,COL,AirBnB
1526,1008944,4,F,48.0,0.0,PE,Hotel
1527,1001846,3,F,43.0,0.0,PE,Hotel
1528,1013102,5,F,32.0,1.0,PE,Hotel
1529,1010871,7,F,37.0,0.0,US,AirBnB
1530,1003529,6,F,41.0,1.0,,AirBnB
1531,1013334,8,F,,0.0,IT,Hotel
1532,1008617,4,M,47.0,,NL,AirBnB
1533,1004887,5,M,45.0,1.0,AR,Hotel
1534,1008432,4,F,47.0,1.0,NL,AirBnB
1535,1012938,2,F,39.0,1.0,AR,Hotel
1536,1010633,4,F,48.0,0.0,ES,Hotel
1537,1000741,7,M,46.0,0.0,UK,AirBnB
1538,1000462,4,F,,,AR,Hotel
1539,1001123,2,F,43.0,0.0,AR,Hotel
1540,1005240,2,M,38.0,1.0,US,AirBnB
1541,1011661,2,M,32.0,0.0,AR,Hotel
1542,1009636,4,F,40.0,1.0,US,Hotel
1543,1011851,4,M,53.0,0.0,PE,AirBnB
1544,1005037,7,M,32.0,0.0,US,Hotel
1545,1011982,2,M,50.0,0.0,ES,AirBnB
1546,1010413,2,M,,1.0,UK,Hotel
1547,1007678,4,M,39.0,,UK,AirBnB
1548,1008239,7,F,39.0,0.0,UK,AirBnB
1549,1009173,5,M,38.0,0.0,IT,Hotel
1550,1002889,4,M,43.0,0.0,PE,AirBnB
1551,1007282,3,F,33.0,0.0,,AirBnB
1552,1012127,2,F,37.0,0.0,PE,AirBnB
1553,1006348,4,M,39.0,1.0,PE,AirBnB
1554,1000592,3,M,41.0,0.0,COL,AirBnB
1555,1011535,5,M,47.0,1.0,UK,Hotel
1556,1006647,4,F,35.0,0.0,ES,AirBnB
1557,1001608,4,M,43.0,0.0,COL,AirBnB
1558,1007276,3,M,47.0,0.0,US,AirBnB
1559,1013380,5,F,43.0,1.0,US,AirBnB
1560,1001773,6,F,43.0,1.0,ES,AirBnB
1561,1007670,4,F,39.0,1.0,US,Hotel
1562,1009163,3,F,45.0,0.0,ES,Hotel
1563,1002314,3,M,49.0,0.0,IT,AirBnB
1564,1000974,2,F,45.0,,NL,Hotel
1565,1000162,6,M,36.0,,COL,Hotel
1566,1003787,7,F,49.0,1.0,PE,AirBnB
1567,1013463,2,M,43.0,1.0,AR,Hotel
1568,1009604,5,M,25.0,0.0,,AirBnB
1569,1005859,2,M,46.0,1.0,UK,Hotel
1570,1010053,8,M,42.0,0.0,US,AirBnB
1571,1001189,5,F,43.0,1.0,AR,AirBnB
1572,1007924,5,M,40.0,0.0,US,Hotel
1573,1009197,4,M,44.0,0.0,AR,AirBnB
1574,1004974,2,M,,1.0,COL,Hotel
1575,1008384,5,M,46.0,1.0,ES,Hotel
1576,1002086,7,M,,1.0,UK,Hotel
1577,1011155,5,F,40.0,1.0,US,Hotel
1578,1002240,5,M,38.0,1.0,NL,AirBnB
1579,1000575,4,F,50.0,0.0,COL,Hotel
1580,1014027,3,F,43.0,1.0,AR,AirBnB
1581,1006741,3,M,32.0,0.0,UK,Hotel
1582,1012326,8,F,38.0,1.0,IT,Hotel
1583,1007689,2,M,51.0,0.0,COL,AirBnB
1584,1010325,4,M,31.0,1.0,UK,AirBnB
1585,1004918,3,F,36.0,1.0,ES,Hotel
1586,1013521,5,F,,1.0,ES,AirBnB
1587,1000648,4,F,31.0,0.0,AR,AirBnB
1588,1009214,3,F,39.0,0.0,COL,AirBnB
1589,1013235,1,M,37.0,1.0,UK,AirBnB
1590,1005207,2,M,33.0,,COL,AirBnB
1591,1001635,2,M,39.0,0.0,UK,Hotel
1592,1010316,5,M,33.0,0.0,COL,Hotel
1593,1006321,4,M,42.0,0.0,ES,AirBnB
1594,1012818,4,F,40.0,0.0,IT,AirBnB
1595,1008312,3,F,,0.0,US,Hotel
1596,1013879,3,F,40.0,0.0,NL,AirBnB
1597,1006451,6,F,39.0,1.0,IT,Hotel
1598,1001542,6,F,,1.0,,AirBnB
1599,1009350,3,F,38.0,1.0,ES,Hotel
1600,1009344,7,M,40.0,,PE,AirBnB
1601,1005087,5,M,44.0,1.0,IT,Hotel
1602,1000044,5,M,43.0,1.0,PE,Hotel
1603,1011919,4,F,,0.0,NL,Hotel
1604,1009424,3,M,43.0,0.0,PE,AirBnB
1605,1003462,3,F,36.0,,IT,AirBnB
1606,1012003,4,F,33.0,1.0,US,Hotel
1607,1009463,3,F,,1.0,ES,AirBnB
1608,1007522,5,F,43.0,0.0,AR,Hotel
1609,1004610,3,M,40.0,1.0,COL,AirBnB
1610,1002809,2,F,37.0,1.0,IT,Hotel
